0 0
0.05235987755982988 0.0
0.0 -0.05235987755982988
-0.17453292519943295 -0.24434609527920614
-0.2792526803190927 -0.3665191429188092
-0.40142572795869574 -0.4886921905584123
-0.5585053606381855 -0.6457718232379019
-0.6981317007977318 -0.8028514559173915
-0.8552113334772214 -0.9599310885968813
-0.9948376736367678 -1.117010721276371
-1.1519173063162575 -1.2740903539558606
-1.3089969389957472 -1.43116998663535
-1.4486232791552935 -1.5707963267948966
-1.5882496193148399 -1.6929693744344996
-1.7278759594743864 -1.8151424220741028
-1.8500490071139892 -1.9547687622336491
-2.007128639793479 -2.0943951023931953
-2.1467549799530254 -2.2165681500327987
-2.2689280275926285 -2.3736477827122884
-2.4085543677521746 -2.4958208303518914
-2.5307274153917776 -2.6179938779914944
-2.670353755551324 -2.7576202181510405
-2.792526803190927 -2.897246558310587
-2.9146998508305306 -3.01941960595019
-3.141592653589793 -3.2463124087094526
-3.2637657012293966 -3.385938748868999
-3.420845333908886 -3.5255650890285457
-3.560471674068432 -3.6477381366681487
-3.7000980142279785 -3.787364476827695
-3.839724354387525 -3.9269908169872414
-3.9618974020271276 -4.049163864626845
-4.084070449666731 -4.1887902047863905
-4.223696789826278 -4.328416544945937
-4.363323129985823 -4.468042885105484
-4.50294947014537 -4.590215932745087
-4.642575810304916 -4.729842272904633
-4.76474885794452 -4.852015320544236
-4.9043751981040655 -5.009094953223726
-5.026548245743669 -5.131268000863329
-5.1661745859032155 -5.253441048502932
-5.288347633542818 -5.3930673886624785
-5.427973973702365 -5.532693728822025
-5.550147021341968 -5.672320068981571
-5.689773361501514 -5.794493116621174
-5.829399701661061 -5.916666164260777
-5.986479334340551 -6.09119908946021
-6.108652381980153 -6.230825429619756
-6.2482787221397 -6.3529984772593595
-6.387905062299246 -6.492624817418905
-6.527531402458793 -6.702064327658225
-6.736970912698112 -6.841690667817772
-6.859143960337715 -6.981317007977318
-6.998770300497261 -7.103490055616922
-7.120943348136864 -7.260569688296411
-7.278022980816354 -7.382742735936014
-7.400196028455957 -7.504915783575616
-7.5572756611354475 -7.644542123735164
-7.661995416255106 -7.7841684638947095
-7.801621756414653 -7.906341511534313
-7.941248096574199 -8.063421144213804
-8.080874436733746 -8.185594191853404
-8.203047484373348 -8.325220532012953
-8.360127117052839 -8.447393579652555
-8.482300164692441 -8.587019919812102
-8.621926504851988 -8.726646259971647
-8.74409955249159 -8.848819307611251
